dialog_id,speaker,utterance_id,text
13479,agent,21,Tuna or chicken filling?
13479,customer,22,That's fine.
13479,customer,23,That should do it.
13479,agent,24,"Will you be picking up, or should we deliver?"
13479,customer,25,"Delivery, please."
13479,agent,26,Can I get your address and a callback number?
13479,customer,27,"676 Oak Ln, Greenwich, CT 06962. And my number is (237) 210-7606."
13479,agent,28,"Estimate is 55 to 65 minutes, depending on traffic."
13479,agent,29,How would you like to pay?
13479,customer,30,I'll pay cash.
13479,customer,31,"And can you include utensils, please?"
13479,agent,32,Perfect.
13479,agent,33,You're all set—thank you!
13480,agent,0,"Siam Orchid Thai, how can I help?"
13480,customer,1,Hi there—can I place a delivery order?
13480,customer,2,"Okay, so…"
13480,customer,3,I need 3 of the green curry.
13480,agent,4,Understood.
13480,agent,5,"For that one—Protein choice: chicken, beef, tofu?"
13480,customer,6,Shrimp.
13480,customer,7,Sorry—cancel that last one.
13480,agent,8,Sure.
13480,agent,9,And then?
13480,customer,10,Let me get a mango sticky rice.
13480,agent,11,Understood.
13480,customer,12,That's everything.
13480,agent,13,Pickup or delivery today?
13480,customer,14,Let's do delivery.
13480,agent,15,Can I get your address and a callback number?
13480,customer,16,"321 Cedar Rd, Apt 23, Stamford, CT 06866. And my number is (296) 371-3035."
13480,agent,17,It should arrive in about 40–50 minutes.
13480,agent,18,How would you like to pay?
13480,customer,19,Cash.
13480,agent,20,Thanks! We'll have it ready.
13481,agent,0,Thanks for calling Seoul BBQ & Kitchen.
13481,customer,1,Hey—can I do an order?
13481,customer,2,One sec.
13481,customer,3,Let me get a tteokbokki.
13481,agent,4,Noted.
13481,customer,5,Can I get one bulgogi?
13481,agent,6,Perfect.
13481,agent,7,For that one—Do you want white rice or brown rice?
13481,customer,8,No.
13481,agent,9,And then?
13481,customer,10,I'll do the spicy pork.
13481,agent,11,Spice level: medium or hot?
13481,customer,12,Medium.
13481,agent,13,Go ahead.
13481,customer,14,Can I get one korean fried chicken?
13481,agent,15,Mm-hmm.
13481,agent,16,For that one—Sauce: soy garlic or spicy?
13481,customer,17,On the side.
13481,customer,18,No cilantro if possible.
13481,agent,19,Added.
13481,customer,20,All set on my end.
13481,agent,21,"Will you be picking up, or should we deliver?"
13481,customer,22,Delivery.
13481,agent,23,Can I get your address and a callback number?
13481,customer,24,"770 Main St, Apt 1, Norwalk, CT 06939. And my number is (967) 394-4302."
13481,customer,25,"Ring the doorbell, thanks."
13481,agent,26,Delivery is usually 50 to 60 minutes.
13481,agent,27,How would you like to pay?
13481,customer,28,Card.
13481,agent,29,Awesome—see you soon.
13482,agent,0,Hi—Main Street Grill. What can I get started for you?
13482,customer,1,"Hi, are you taking orders right now?"
13482,customer,2,Let me get a fries.
13482,agent,3,All right.
13482,agent,4,Quick question—Regular or sweet potato?
13482,customer,5,No.
13482,agent,6,What else?
13482,customer,7,I'll do the cheeseburger.
13482,agent,8,Noted.
13482,agent,9,"Quick question—How would you like it cooked? medium, medium-well, well-done?"
13482,customer,10,Medium.
13482,customer,11,That should do it.
13482,agent,12,Pickup or delivery today?
13482,customer,13,"Pickup, please."
13482,agent,14,Name for the order?
13482,customer,15,Alex.
13482,agent,16,Pickup time is roughly 25 minutes.
13482,agent,17,Will that be cash or card today?
13482,customer,18,Card.
13482,agent,19,Awesome—see you soon.
13483,agent,0,Hi—Tony's Pizza. What can I get started for you?
13483,customer,1,Hey—can I do an order?
13483,customer,2,I'll do the margherita pizza.
13483,agent,3,Sure.
13483,agent,4,For that one—Size: medium or large?
13483,customer,5,Medium.
13483,agent,6,Go ahead.
13483,customer,7,Hang on.
13483,customer,8,I'll do the garlic bread.
13483,agent,9,Okay.
13483,customer,10,"Actually, make that just one."
13483,agent,11,Got it.
13483,customer,12,Hang on.
13483,customer,13,Let me get a large cheese pizza.
13483,agent,14,Noted.
13483,agent,15,Quick question—Any toppings to add?
13483,customer,16,No.
13483,customer,17,I'll do the veggie pizza.
13483,customer,18,"Wait, can we change that to two?"
13483,agent,19,Got it.
13483,agent,20,Keep going.
13483,customer,21,"Okay, so…"
13483,customer,22,Make that 2 orders of wings.
13483,agent,23,Sure.
13483,agent,24,"Just to confirm—Sauce: buffalo, bbq, or plain?"
13483,customer,25,On the side.
13483,customer,26,All set on my end.
13483,agent,27,"Will you be picking up, or should we deliver?"
13483,customer,28,Let's do pickup.
13483,agent,29,Name for the order?
13483,customer,30,Nina.
13483,agent,31,We can have that ready in about 30 minutes.
13483,agent,32,How would you like to pay?
13483,customer,33,Card.
13483,agent,34,Awesome—see you soon.
13484,agent,0,Luigi's Trattoria. Pickup or delivery?
13484,customer,1,Hey—can I do an order?
13484,customer,2,Can I get 2 chicken parmesan?
13484,agent,3,Noted.
13484,agent,4,For that one—Pasta side: spaghetti or penne?
13484,customer,5,Mac and cheese.
13484,customer,6,"Sauce on the side, please."
13484,agent,7,Got it.
13484,customer,8,Uh…
13484,customer,9,I need 2 of the spaghetti and meatballs.
13484,agent,10,Sure.
13484,agent,11,Just to confirm—Any allergies? gluten/dairy?
13484,customer,12,Yes.
13484,agent,13,What else?
13484,customer,14,I'll do the fettuccine alfredo.
13484,agent,15,Quick question—Add shrimp or chicken?
13484,customer,16,Yes.
13484,agent,17,Go ahead.
13484,customer,18,Let me get a tiramisu.
13484,agent,19,Mm-hmm.
13484,customer,20,That's everything.
13484,agent,21,Is that for pickup or delivery?
13484,customer,22,Let's do delivery.
13484,agent,23,Can I get your address and a callback number?
13484,customer,24,"26 Washington St, Ridgefield, CT 06954. And my number is (810) 565-1669."
13484,agent,25,Delivery is usually 55 to 65 minutes.
13484,agent,26,Will that be cash or card today?
13484,customer,27,Card.
13484,agent,28,Awesome—see you soon.
13485,agent,0,Thanks for calling Rio Brazilian BBQ.
13485,customer,1,"Hello, I'd like to order for delivery."
13485,customer,2,Make that 2 orders of coxinha.
13485,agent,3,Added.
13485,agent,4,What else?
13485,customer,5,Make that 2 orders of picanha plate.
13485,agent,6,Noted.
13485,agent,7,Quick question—Side: rice & beans or fries?
13485,customer,8,Coleslaw.
13485,customer,9,"No onions on that, please."
13485,agent,10,All right.
13485,agent,11,Anything else for you?
13485,customer,12,I'll do the guarana soda.
13485,agent,13,Added.
13485,customer,14,Can I get one feijoada?
13485,agent,15,Perfect.
13485,customer,16,No cilantro if possible.
13485,agent,17,Okay.
13485,agent,18,And then?
13485,customer,19,Let me get a pao de queijo.
13485,agent,20,All right.
13485,customer,21,I'll do the churrasco chicken.
13485,agent,22,Got it.
13485,agent,23,Side: rice & beans or fries?
13485,customer,24,Beans.
13485,customer,25,That's everything.
13485,agent,26,"Will you be picking up, or should we deliver?"
13485,customer,27,"Delivery, please."
13485,agent,28,Can I get your address and a callback number?
13485,customer,29,"290 Maple Ave, Apt 1, Wilton, CT 06950. And my number is (852) 956-6982."
13485,agent,30,It should arrive in about 55–65 minutes.
13485,agent,31,Will that be cash or card today?
13485,customer,32,Apple Pay if you take it?
13485,agent,33,Thanks! We'll have it ready.
13486,agent,0,Thanks for calling Luigi's Trattoria.
13486,customer,1,"Hello, I'd like to order for delivery."
13486,customer,2,Can I get one spaghetti and meatballs?
13486,agent,3,Okay.
13486,agent,4,For that one—Any allergies? gluten/dairy?
13486,customer,5,Yes.
13486,agent,6,Keep going.
13486,customer,7,Hang on.
13486,customer,8,"One fettuccine alfredo, please."
13486,agent,9,For that one—Add shrimp or chicken?
13486,customer,10,No.
13486,customer,11,Let me get a tiramisu.
13486,agent,12,Understood.
13486,customer,13,That should do it.
13486,agent,14,Pickup or delivery today?
13486,customer,15,Delivery.
13486,agent,16,Can I get your address and a callback number?
13486,customer,17,"116 Maple Ave, Wilton, CT 06821. And my number is (347) 537-6083."
13486,agent,18,It should arrive in about 30–40 minutes.
13486,agent,19,How would you like to pay?
13486,customer,20,Card.
13486,agent,21,Awesome—see you soon.
13487,agent,0,"Good evening, Shokudo Japanese Kitchen."
13487,customer,1,Hey—can I do an order?
13487,customer,2,Can I get 2 ginger ale?
13487,agent,3,Got it.
13487,customer,4,"Actually, make that just one."
13487,agent,5,Okay—updating it.
13487,customer,6,Let me get a spicy roll.
13487,agent,7,Perfect.
13487,agent,8,Anything else for you?
13487,customer,9,Let me get a rainbow roll.
13487,agent,10,All right.
13487,agent,11,Next item?
13487,customer,12,"One mochi, please."
13487,agent,13,Perfect.
13487,agent,14,What else?
13487,customer,15,Can I get one tempura oreo four pieces?
13487,agent,16,Added.
13487,agent,17,Go ahead.
13487,customer,18,Can I get 2 yellowtail jalapeno appetizer?
13487,agent,19,Understood.
13487,customer,20,No cilantro if possible.
13487,agent,21,Added.
13487,agent,22,Next item?
13487,customer,23,Can I get one spicy edamame?
13487,agent,24,Okay.
13487,customer,25,"Sauce on the side, please."
13487,agent,26,All right.
13487,agent,27,Go ahead.
13487,customer,28,Let me get a cucumber roll.
13487,agent,29,Understood.
13487,customer,30,All set on my end.
13487,agent,31,Pickup or delivery today?
13487,customer,32,Let's do delivery.
13487,agent,33,Can I get your address and a callback number?
13487,customer,34,"768 Riverside Dr, Apt 16, Greenwich, CT 06821. And my number is (203) 914-9927."
13487,agent,35,It should arrive in about 55–65 minutes.
13487,agent,36,How would you like to pay?
13487,customer,37,Card.
13487,agent,38,Thanks! We'll have it ready.
13488,agent,0,Bogotá Arepa Bar. Pickup or delivery?
13488,customer,1,"Hi, I'd like to place an order."
13488,customer,2,I'll do the arepa con queso.
13488,agent,3,Next item?
13488,customer,4,Let me get a bandeja paisa.
13488,agent,5,Noted.
13488,agent,6,For that one—Fried egg on top?
13488,customer,7,Yes.
13488,agent,8,What else?
13488,customer,9,I'll do the maduros (sweet plantains).
13488,agent,10,Mm-hmm.
13488,agent,11,Go ahead.
13488,customer,12,Let me think.
13488,customer,13,Make that 2 orders of empanadas.
13488,agent,14,Added.
13488,agent,15,Next item?
13488,customer,16,Let me think.
13488,customer,17,I'll do the arepa with shredded beef.
13488,agent,18,All right.
13488,agent,19,Add avocado? yes/no
13488,customer,20,No.
13488,customer,21,All set on my end.
13488,agent,22,"Will you be picking up, or should we deliver?"
13488,customer,23,Let's do delivery.
13488,agent,24,Can I get your address and a callback number?
13488,customer,25,"317 Oak Ln, Darien, CT 06954. And my number is (727) 744-7919."
13488,agent,26,Delivery is usually 30 to 40 minutes.
13488,agent,27,Payment method—card or cash?
13488,customer,28,Apple Pay if you take it?
13488,agent,29,You're all set—thank you!
13489,agent,0,"Taqueria El Sol, how can I help?"
13489,customer,1,Hi there—can I place a pickup order?
13489,customer,2,"One steak burrito, please."
13489,agent,3,For that one—Add guac? yes/no
13489,customer,4,That's fine.
13489,agent,5,What else?
13489,customer,6,Can I get 2 chicken burrito?
13489,agent,7,Added.
13489,agent,8,Just to confirm—Add guac? yes/no
13489,customer,9,No.
13489,agent,10,What else?
13489,customer,11,Let me get a tacos al pastor.
13489,agent,12,Sure.
13489,agent,13,Corn or flour tortillas?
13489,customer,14,Corn.
13489,customer,15,All set on my end.
13489,agent,16,Pickup or delivery today?
13489,customer,17,"Pickup, please."
13489,agent,18,Name for the order?
13489,customer,19,Mei.
13489,agent,20,Pickup time is roughly 20 minutes.
13489,agent,21,Payment method—card or cash?
13489,customer,22,Cash.
13489,agent,23,Thanks! We'll have it ready.
13490,agent,0,Hi—Rio Brazilian BBQ. What can I get started for you?
13490,customer,1,"Hello, I'd like to order for pickup."
13490,customer,2,One sec.
13490,customer,3,Can I get one picanha plate?
13490,agent,4,Got it.
13490,agent,5,Side: rice & beans or fries?
13490,customer,6,Beans.
13490,agent,7,Next item?
13490,customer,8,Let me get a churrasco chicken.
13490,agent,9,Just to confirm—Side: rice & beans or fries?
13490,customer,10,Beans.
13490,agent,11,Keep going.
13490,customer,12,Hang on.
13490,customer,13,"One coxinha, please."
13490,agent,14,Understood.
13490,agent,15,Next item?
13490,customer,16,"Okay, so…"
13490,customer,17,I'll do the pao de queijo.
13490,agent,18,Understood.
13490,agent,19,Go ahead.
13490,customer,20,Can I get one feijoada?
13490,agent,21,Noted.
13490,customer,22,That's it.
13490,agent,23,Is that for pickup or delivery?
13490,customer,24,Pickup.
13490,agent,25,Name for the order?
13490,customer,26,Sam.
13490,agent,27,That'll be about 35 minutes for pickup.
13490,agent,28,Will that be cash or card today?
13490,customer,29,Apple Pay if you take it?
13490,agent,30,Perfect. Thanks for calling.
13491,agent,0,"Good evening, Luigi's Trattoria."
13491,customer,1,"Hello, I'd like to order for pickup."
13491,customer,2,Hang on.
13491,customer,3,I'll do the tiramisu.
13491,agent,4,All right.
13491,agent,5,Anything else for you?
13491,customer,6,One sec.
13491,customer,7,I'll do the lasagna.
13491,agent,8,Added.
13491,customer,9,Hang on.
13491,customer,10,I need 2 of the eggplant rollatini.
13491,agent,11,Noted.
13491,agent,12,Keep going.
13491,customer,13,Let me get a caesar salad.
13491,agent,14,Noted.
13491,agent,15,Next item?
13491,customer,16,Make that 2 orders of chicken parmesan.
13491,agent,17,Got it.
13491,agent,18,For that one—Pasta side: spaghetti or penne?
13491,customer,19,Fries.
13491,agent,20,Go ahead.
13491,customer,21,Can I get one fettuccine alfredo?
13491,agent,22,Mm-hmm.
13491,customer,23,Sorry—cancel that last one.
13491,agent,24,Sure.
13491,customer,25,All set on my end.
13491,agent,26,Pickup or delivery today?
13491,customer,27,Pickup.
13491,agent,28,Name for the order?
13491,customer,29,Jordan.
13491,agent,30,That'll be about 35 minutes for pickup.
13491,agent,31,How would you like to pay?
13491,customer,32,Cash.
13491,agent,33,Thanks! We'll have it ready.
13492,agent,0,Hi—Bogotá Arepa Bar. What can I get started for you?
13492,customer,1,Hey—can I do an order?
13492,customer,2,Can I get one maduros (sweet plantains)?
13492,agent,3,All right.
13492,customer,4,Let me think.
13492,customer,5,Let me get a bandeja paisa.
13492,agent,6,All right.
13492,agent,7,Anything else for you?
13492,customer,8,Let me think.
13492,customer,9,Can I get one arepa with shredded beef?
13492,agent,10,Understood.
13492,customer,11,Hang on.
13492,customer,12,Let me get a empanadas.
13492,agent,13,Perfect.
13492,agent,14,Just to confirm—Sauce: ají or no sauce?
13492,customer,15,Tahini.
13492,customer,16,That's it.
13492,agent,17,Pickup or delivery today?
13492,customer,18,Pickup.
13492,agent,19,Name for the order?
13492,customer,20,Omar.
13492,agent,21,Pickup time is roughly 15 minutes.
13492,agent,22,How would you like to pay?
13492,customer,23,"Card, please."
13492,agent,24,Perfect. Thanks for calling.
13493,agent,0,Hi—Golden Wok Chinese. What can I get started for you?
13493,customer,1,"Hello, I'd like to order for delivery."
13493,customer,2,Let me get a general tso chicken.
13493,agent,3,"Just to confirm—Spice level: mild, medium, hot?"
13493,customer,4,Hot.
13493,agent,5,Anything else for you?
13493,customer,6,Can I get one beef with broccoli?
13493,agent,7,Mm-hmm.
13493,customer,8,No cilantro if possible.
13493,agent,9,Added.
13493,agent,10,Go ahead.
13493,customer,11,"One sesame chicken, please."
13493,agent,12,Sure.
13493,agent,13,Anything else for you?
13493,customer,14,"One pork dumplings, please."
13493,agent,15,Sure.
13493,agent,16,Just to confirm—Steamed or pan-fried?
13493,customer,17,No.
13493,customer,18,That should do it.
13493,agent,19,Is that for pickup or delivery?
13493,customer,20,Delivery.
13493,agent,21,Can I get your address and a callback number?
13493,customer,22,"400 Washington St, Greenwich, CT 06983. And my number is (942) 734-4153."
13493,agent,23,"Estimate is 30 to 40 minutes, depending on traffic."
13493,agent,24,Will that be cash or card today?
13493,customer,25,I'll pay cash.
13493,agent,26,Thanks! We'll have it ready.
13494,agent,0,Bogotá Arepa Bar. Pickup or delivery?
13494,customer,1,Hey—can I do an order?
13494,customer,2,Can I get one arepa con queso?
13494,agent,3,All right.
13494,agent,4,Anything else for you?
13494,customer,5,"One bandeja paisa, please."
13494,agent,6,Mm-hmm.
13494,agent,7,Quick question—Fried egg on top?
13494,customer,8,No.
13494,customer,9,That's everything.
13494,agent,10,Pickup or delivery today?
13494,customer,11,Pickup.
13494,agent,12,Name for the order?
13494,customer,13,Chris.
13494,agent,14,We can have that ready in about 35 minutes.
13494,agent,15,How would you like to pay?
13494,customer,16,"Card, please."
13494,agent,17,"Great, we'll get that going."
13495,agent,0,Hi—Bogotá Arepa Bar. What can I get started for you?
13495,customer,1,Hi there—can I place a pickup order?
13495,customer,2,What do you recommend?
13495,agent,3,Our maduros (sweet plantains) is a good choice.
13495,customer,4,Let me get a bandeja paisa.
13495,agent,5,Mm-hmm.
13495,agent,6,Anything else for you?
13495,customer,7,Let me get a maduros (sweet plantains).
13495,agent,8,Added.
13495,agent,9,Anything else for you?
13495,customer,10,Can I get one arepa with shredded beef?
13495,agent,11,Mm-hmm.
13495,agent,12,For that one—Add avocado? yes/no
13495,customer,13,No.
13495,agent,14,Anything else for you?
13495,customer,15,Make that 3 orders of empanadas.
13495,agent,16,Perfect.
13495,agent,17,Quick question—Sauce: ají or no sauce?
13495,customer,18,Tahini.
13495,agent,19,What else?
13495,customer,20,Can I get one arepa con queso?
13495,agent,21,Sure.
13495,customer,22,That's everything.
13495,agent,23,Pickup or delivery today?
13495,customer,24,"Pickup, please."
13495,agent,25,Name for the order?
13495,customer,26,Nina.
13495,agent,27,That'll be about 25 minutes for pickup.
13495,agent,28,How would you like to pay?
13495,customer,29,Card.
13495,agent,30,Thanks! We'll have it ready.
13496,agent,0,Thanks for calling Aegean Mediterranean.
13496,customer,1,"Hello, I'd like to order for pickup."
13496,customer,2,"One hummus and pita, please."
13496,agent,3,Mm-hmm.
13496,customer,4,"Sauce on the side, please."
13496,agent,5,Added.
13496,customer,6,"Wait, can we change that to two?"
13496,agent,7,Sure.
13496,customer,8,Can I get one falafel wrap?
13496,agent,9,Got it.
13496,agent,10,Sauce: tahini or hot sauce?
13496,customer,11,Red.
13496,agent,12,Anything else for you?
13496,customer,13,"Okay, so…"
13496,customer,14,Can I get 2 chicken shawarma wrap?
13496,agent,15,All right.
13496,agent,16,For that one—Sauce: garlic or tahini?
13496,customer,17,BBQ.
13496,customer,18,Sorry—cancel that last one.
13496,agent,19,Got it.
13496,agent,20,Go ahead.
13496,customer,21,Let me get a baklava.
13496,customer,22,"One greek salad, please."
13496,agent,23,Understood.
13496,customer,24,That should do it.
13496,agent,25,"Will you be picking up, or should we deliver?"
13496,customer,26,Pickup.
13496,agent,27,Name for the order?
13496,customer,28,Alex.
13496,agent,29,We can have that ready in about 15 minutes.
13496,agent,30,Will that be cash or card today?
13496,customer,31,Apple Pay if you take it?
13496,agent,32,"Great, we'll get that going."
13497,agent,0,Hi—Pho Saigon. What can I get started for you?
13497,customer,1,"Hi, are you taking orders right now?"
13497,customer,2,Can I get one thai basil fried rice (viet style)?
13497,agent,3,Okay.
13497,agent,4,"Just to confirm—Protein choice: chicken, beef, tofu?"
13497,customer,5,Tofu.
13497,customer,6,No cilantro if possible.
13497,agent,7,Got it.
13497,agent,8,Next item?
13497,customer,9,I'll do the vermicelli bowl.
13497,agent,10,Mm-hmm.
13497,agent,11,"For that one—Protein choice: grilled pork, chicken, tofu?"
13497,customer,12,Beef.
13497,agent,13,Anything else for you?
13497,customer,14,Can I get one viet iced coffee?
13497,agent,15,Sure.
13497,customer,16,"Actually, make that just one."
13497,agent,17,Got it.
13497,agent,18,Go ahead.
13497,customer,19,Can I get one banh mi chicken?
13497,agent,20,Okay.
13497,agent,21,For that one—Any toppings to skip?
13497,customer,22,Yes.
13497,agent,23,And then?
13497,customer,24,"One spring rolls, please."
13497,agent,25,Got it.
13497,agent,26,Go ahead.
13497,customer,27,Can I get one banh mi grilled pork?
13497,agent,28,Got it.
13497,agent,29,"For that one—Any toppings to skip? cilantro, jalapeño, pickles?"
13497,customer,30,That's fine.
13497,customer,31,That should do it.
13497,agent,32,Is that for pickup or delivery?
13497,customer,33,Pickup.
13497,agent,34,Name for the order?
13497,customer,35,Priya.
13497,agent,36,We can have that ready in about 25 minutes.
13497,agent,37,Will that be cash or card today?
13497,customer,38,"Card, please."
13497,agent,39,Awesome—see you soon.
13498,agent,0,Curry House Indian. Pickup or delivery?
13498,customer,1,"Hi, I'd like to place an order."
13498,customer,2,I'll do the chana masala.
13498,agent,3,All right.
13498,agent,4,"Spice level: mild, medium, hot?"
13498,customer,5,Hot.
13498,customer,6,No cilantro if possible.
13498,agent,7,Noted.
13498,customer,8,I'll do the chicken tikka masala.
13498,agent,9,Perfect.
13498,agent,10,"Spice level: mild, medium, hot?"
13498,customer,11,Mild.
13498,agent,12,Go ahead.
13498,customer,13,Can I get one samosas?
13498,customer,14,That's everything.
13498,agent,15,Pickup or delivery today?
13498,customer,16,Pickup.
13498,agent,17,Name for the order?
13498,customer,18,Priya.
13498,agent,19,Pickup time is roughly 15 minutes.
13498,agent,20,Payment method—card or cash?
13498,customer,21,"Card, please."
13498,customer,22,"And can you include utensils, please?"
13498,agent,23,Perfect.
13498,agent,24,Awesome—see you soon.
13499,agent,0,Thanks for calling Lima Peruvian Grill.
13499,customer,1,Hi there—can I place a delivery order?
13499,customer,2,"Okay, so…"
13499,customer,3,Can I get 2 causa?
13499,agent,4,All right.
13499,agent,5,Quick question—Tuna or chicken filling?
13499,customer,6,No.
13499,agent,7,What else?
13499,customer,8,I need 2 of the aji de gallina.
13499,agent,9,Understood.
13499,agent,10,For that one—Spice level: mild or medium?
13499,customer,11,Medium.
13499,agent,12,And then?
13499,customer,13,Sorry—
13499,customer,14,"One lomo saltado, please."
13499,agent,15,Understood.
13499,agent,16,Do you want it with fries on the side or mixed in?
13499,customer,17,Beans.
13499,customer,18,Can I get one arroz chaufa?
13499,customer,19,That's it.
13499,agent,20,Pickup or delivery today?
13499,customer,21,"Delivery, please."
13499,agent,22,Can I get your address and a callback number?
13499,customer,23,"547 Oak Ln, Apt 1, Stamford, CT 06957. And my number is (356) 450-4316."
13499,agent,24,Delivery is usually 50 to 60 minutes.
13499,agent,25,How would you like to pay?
13499,customer,26,Card.
13499,agent,27,Awesome—see you soon.
13500,agent,0,"Good evening, Golden Wok Chinese."
13500,customer,1,"Hello, I'd like to order for pickup."
13500,customer,2,"One beef with broccoli, please."
13500,agent,3,Perfect.
13500,agent,4,Anything else for you?
13500,customer,5,Let me get a mapo tofu.
13500,agent,6,Noted.
13500,agent,7,Just to confirm—Spice level: medium or hot?
13500,customer,8,Medium.
13500,customer,9,Can I get one hot and sour soup?
13500,agent,10,Mm-hmm.
13500,agent,11,Small or large?
13500,customer,12,That's fine.
13500,agent,13,Anything else for you?
13500,customer,14,Let me think.
13500,customer,15,I'll do the general tso chicken.
13500,agent,16,Okay.
13500,agent,17,"Spice level: mild, medium, hot?"
13500,customer,18,Medium.
13500,agent,19,Anything else for you?
13500,customer,20,Let me get a sesame chicken.
13500,agent,21,Okay.
13500,customer,22,"No onions on that, please."
13500,agent,23,Added.
13500,customer,24,"One vegetable fried rice, please."
13500,agent,25,Sure.
13500,customer,26,That's everything.
13500,agent,27,Pickup or delivery today?
13500,customer,28,Let's do pickup.
13500,agent,29,Name for the order?
13500,customer,30,Jordan.
13500,agent,31,We can have that ready in about 25 minutes.
13500,agent,32,How would you like to pay?
13500,customer,33,Apple Pay if you take it?
13500,agent,34,"Great, we'll get that going."
13501,agent,0,Tony's Pizza. Pickup or delivery?
13501,customer,1,"Hi, are you taking orders right now?"
13501,customer,2,What's popular?
13501,agent,3,The margherita pizza is one of our most popular items.
13501,customer,4,Can I get 2 wings?
13501,agent,5,Perfect.
13501,agent,6,Keep going.
13501,customer,7,One sec.
13501,customer,8,Let me get a margherita pizza.
13501,agent,9,Perfect.
13501,agent,10,Quick question—Size: medium or large?
13501,customer,11,Medium.
13501,customer,12,"Wait, can we change that to two?"
13501,agent,13,No worries.
13501,customer,14,Hang on.
13501,customer,15,I'll do the pepperoni pizza.
13501,agent,16,Got it.
13501,agent,17,For that one—Size: medium or large?
13501,customer,18,Large.
13501,agent,19,Next item?
13501,customer,20,Let me get a veggie pizza.
13501,agent,21,Sure.
13501,agent,22,Just to confirm—Size: medium or large?
13501,customer,23,Large.
13501,agent,24,And then?
13501,customer,25,Make that 2 orders of meat lovers pizza.
13501,agent,26,Perfect.
13501,agent,27,Anything else for you?
13501,customer,28,"One calzone, please."
13501,agent,29,Mm-hmm.
13501,agent,30,Just to confirm—Add ricotta? yes/no
13501,customer,31,Yes.
13501,customer,32,That's everything.
13501,agent,33,Pickup or delivery today?
13501,customer,34,"Delivery, please."
13501,agent,35,Can I get your address and a callback number?
13501,customer,36,"289 Cedar Rd, Apt 1, Wilton, CT 06829. And my number is (614) 391-9511."
13501,agent,37,"Estimate is 40 to 50 minutes, depending on traffic."
13501,agent,38,How would you like to pay?
13501,customer,39,Card.
13501,agent,40,Thanks! We'll have it ready.
13502,agent,0,Thanks for calling Bogotá Arepa Bar.
13502,customer,1,"Hi, are you taking orders right now?"
13502,customer,2,Let me get a arepa con queso.
13502,agent,3,Sorry— we're out of the arepa con queso right now. Want to swap it for something else?
13502,customer,4,"Okay, then I'll do the empanadas instead."
13502,agent,5,All right.
13502,agent,6,Go ahead.
13502,customer,7,Can I get 2 maduros (sweet plantains)?
13502,agent,8,Perfect.
13502,agent,9,Keep going.
13502,customer,10,Sorry—
13502,customer,11,Can I get one bandeja paisa?
13502,agent,12,Noted.
13502,agent,13,Fried egg on top?
13502,customer,14,No.
13502,customer,15,All set on my end.
13502,agent,16,Is that for pickup or delivery?
13502,customer,17,Let's do delivery.
13502,agent,18,Can I get your address and a callback number?
13502,customer,19,"571 Washington St, Greenwich, CT 06967. And my number is (745) 841-5757."
13502,agent,20,Delivery is usually 55 to 65 minutes.
13502,agent,21,How would you like to pay?
13502,customer,22,Cash.
13502,agent,23,Awesome—see you soon.
13503,agent,0,Thanks for calling Tony's Pizza.
13503,customer,1,Hi there—can I place a pickup order?
13503,customer,2,What do you recommend?
13503,agent,3,A lot of people like the garlic bread.
13503,customer,4,I'll do the wings.
13503,agent,5,"Quick question—Sauce: buffalo, bbq, or plain?"
13503,customer,6,BBQ.
13503,customer,7,Can I get one garlic bread?
13503,agent,8,Understood.
13503,customer,9,"One calzone, please."
13503,agent,10,Perfect.
13503,agent,11,For that one—Add ricotta? yes/no
13503,customer,12,No.
13503,customer,13,That's everything.
13503,agent,14,Is that for pickup or delivery?
13503,customer,15,"Pickup, please."
13503,agent,16,Name for the order?
13503,customer,17,Taylor.
13503,agent,18,Pickup time is roughly 25 minutes.
13503,agent,19,Payment method—card or cash?
13503,customer,20,"Card, please."
13503,agent,21,You're all set—thank you!
13504,agent,0,Taqueria El Sol. Pickup or delivery?
13504,customer,1,Hey—can I do an order?
13504,customer,2,Make that 3 orders of tacos al pastor.
13504,agent,3,All right.
13504,agent,4,Corn or flour tortillas?
13504,customer,5,Corn.
13504,agent,6,Keep going.
13504,customer,7,Let me think.
13504,customer,8,Let me get a steak burrito.
13504,agent,9,Perfect.
13504,agent,10,Quick question—Add guac? yes/no
13504,customer,11,No.
13504,customer,12,Let me get a chicken burrito.
13504,agent,13,Okay.
13504,agent,14,Just to confirm—Add guac? yes/no
13504,customer,15,That's fine.
13504,agent,16,And then?
13504,customer,17,Make that 2 orders of chips and guacamole.
13504,agent,18,Perfect.
13504,customer,19,All set on my end.
13504,agent,20,Pickup or delivery today?
13504,customer,21,"Pickup, please."
13504,agent,22,Name for the order?
13504,customer,23,Priya.
13504,agent,24,That'll be about 15 minutes for pickup.
13504,agent,25,How would you like to pay?
13504,customer,26,Card.
13504,agent,27,Awesome—see you soon.
13505,agent,0,Thanks for calling Smokehouse BBQ.
13505,customer,1,Hi there—can I place a delivery order?
13505,customer,2,Can I get one brisket plate?
13505,agent,3,"Quick question—Side 1: mac & cheese, coleslaw, baked beans?"
13505,customer,4,Mac and cheese.
13505,customer,5,Sorry—
13505,customer,6,Can I get one banana pudding?
13505,agent,7,Noted.
13505,customer,8,Can I get one pulled pork sandwich?
